gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature
LBP	DOWN	53	basal_like_1					APOL3	UP	61	immunomodulatory	HLA-DMB	DOWN	42	mesenchymal	HOXC6	UP	18	mesenchymal_stem_like	MLH1	UP	24	luminal_ar
LGALS7	DOWN	36	basal_like_1					NPL	UP	46	immunomodulatory	HLA-DPA1	DOWN	46	mesenchymal	APBB2	UP	17	mesenchymal_stem_like	AFF1	UP	26	luminal_ar
LGALS8	DOWN	36	basal_like_1					ECOP	UP	36	immunomodulatory	HLA-DPB1	DOWN	43	mesenchymal	HSD17B4	UP	14	mesenchymal_stem_like	MMP1	UP	22	luminal_ar
LOXL1	DOWN	34	basal_like_1					FAM117A	UP	43	immunomodulatory	HLA-DQB1	DOWN	41	mesenchymal	HSPG2	UP	15	mesenchymal_stem_like	MMP2	UP	23	luminal_ar
LTBP2	DOWN	39	basal_like_1					ANP32E	UP	49	immunomodulatory	HLA-DRA	DOWN	44	mesenchymal	HTR2B	UP	19	mesenchymal_stem_like	MMP11	UP	25	luminal_ar
MAGEA3	DOWN	44	basal_like_1					NUAK2	UP	39	immunomodulatory	HLA-DRB1	DOWN	44	mesenchymal	TNC	UP	18	mesenchymal_stem_like	ALDH6A1	UP	31	luminal_ar
MAGEA6	DOWN	45	basal_like_1					ST6GALNAC5	UP	38	immunomodulatory	HLA-DRB5	DOWN	42	mesenchymal	ICAM2	UP	16	mesenchymal_stem_like	ASL	UP	34	luminal_ar
MAGEA12	DOWN	39	basal_like_1					CASP1	UP	56	immunomodulatory	HLA-DRB6	DOWN	38	mesenchymal	ICAM3	UP	18	mesenchymal_stem_like	MPP3	UP	22	luminal_ar
MAOA	DOWN	42	basal_like_1					C12orf32	UP	40	immunomodulatory	HLA-E	DOWN	42	mesenchymal	MSL1	UP	19	mesenchymal_stem_like	MPV17	UP	23	luminal_ar
MATN2	DOWN	42	basal_like_1					CASP4	UP	40	immunomodulatory	HLA-F	DOWN	44	mesenchymal	IRF8	UP	16	mesenchymal_stem_like	ABCC1	UP	22	luminal_ar
MEST	DOWN	40	basal_like_1					RASSF4	UP	45	immunomodulatory	FOXA1	DOWN	45	mesenchymal	LOC339562	UP	14	mesenchymal_stem_like	TMEM41B	UP	31	luminal_ar
SCGB2A1	DOWN	36	basal_like_1					CASP8	UP	36	immunomodulatory	HOXA9	DOWN	37	mesenchymal	ID1	UP	22	mesenchymal_stem_like	MYO1B	UP	24	luminal_ar
SCGB2A2	DOWN	48	basal_like_1					IQCG	UP	45	immunomodulatory	HPCAL1	DOWN	37	mesenchymal	ID3	UP	20	mesenchymal_stem_like	ASPH	UP	32	luminal_ar
MME	DOWN	46	basal_like_1					GPR65	UP	50	immunomodulatory	HPGD	DOWN	50	mesenchymal	ID4	UP	15	mesenchymal_stem_like	TARP	UP	26	luminal_ar
MMP2	DOWN	36	basal_like_1					IFITM1	UP	52	immunomodulatory	AGFG1	DOWN	42	mesenchymal	CFI	UP	19	mesenchymal_stem_like	MSMB	UP	28	luminal_ar
MMP3	DOWN	36	basal_like_1					CST7	UP	57	immunomodulatory	HSD17B2	DOWN	50	mesenchymal	IFNGR1	UP	14	mesenchymal_stem_like	MST1R	UP	33	luminal_ar
MMP13	DOWN	47	basal_like_1					APOL1	UP	46	immunomodulatory	BIRC3	DOWN	56	mesenchymal	APOD	UP	20	mesenchymal_stem_like	MSX2	UP	41	luminal_ar
MYO1B	DOWN	40	basal_like_1					PLA2G4C	UP	46	immunomodulatory	HSPA4	DOWN	38	mesenchymal	IGBP1	UP	15	mesenchymal_stem_like	MUC1	UP	36	luminal_ar
MT1M	DOWN	36	basal_like_1					OASL	UP	51	immunomodulatory	ICAM1	DOWN	48	mesenchymal	IGF1	UP	25	mesenchymal_stem_like	MVK	UP	23	luminal_ar
MT1X	DOWN	34	basal_like_1					RUNX3	UP	51	immunomodulatory	ICAM3	DOWN	50	mesenchymal	AMIGO2	UP	18	mesenchymal_stem_like	MYBPC1	UP	26	luminal_ar
MYBPC1	DOWN	46	basal_like_1					SOCS1	UP	43	immunomodulatory	IRF8	DOWN	48	mesenchymal	IGF2	UP	24	mesenchymal_stem_like	GADD45B	UP	24	luminal_ar
CEACAM6	DOWN	46	basal_like_1					MARCO	UP	41	immunomodulatory	FAM5C	DOWN	44	mesenchymal	IGFBP2	UP	15	mesenchymal_stem_like	NDUFA2	UP	22	luminal_ar
NDN	DOWN	36	basal_like_1					TNFSF10	UP	57	immunomodulatory	LOC339562	DOWN	58	mesenchymal	IGFBP4	UP	26	mesenchymal_stem_like	RERE	UP	23	luminal_ar
NEFH	DOWN	35	basal_like_1					TNFRSF14	UP	42	immunomodulatory	APOC1	DOWN	48	mesenchymal	IGFBP5	UP	18	mesenchymal_stem_like	NEDD4	UP	29	luminal_ar
NINJ2	DOWN	34	basal_like_1					RIPK2	UP	36	immunomodulatory	IFI16	DOWN	37	mesenchymal	IGFBP6	UP	24	mesenchymal_stem_like	ATOX1	UP	26	luminal_ar
NNMT	DOWN	35	basal_like_1					IL18RAP	UP	37	immunomodulatory	IFI27	DOWN	54	mesenchymal	IGFBP7	UP	20	mesenchymal_stem_like	NFIC	UP	29	luminal_ar
ATP2B1	DOWN	35	basal_like_1					CD84	UP	37	immunomodulatory	IFI35	DOWN	51	mesenchymal	CYR61	UP	20	mesenchymal_stem_like	NME4	UP	23	luminal_ar
NTRK2	DOWN	44	basal_like_1					CFLAR	UP	44	immunomodulatory	SP110	DOWN	53	mesenchymal	IGHG1	UP	19	mesenchymal_stem_like	NQO2	UP	22	luminal_ar
NR4A2	DOWN	40	basal_like_1					PROM1	UP	36	immunomodulatory	IFIT2	DOWN	46	mesenchymal	IGHG3	UP	17	mesenchymal_stem_like	ATP2A3	UP	24	luminal_ar
TNFRSF11B	DOWN	37	basal_like_1					ST3GAL5	UP	37	immunomodulatory	IFIT1	DOWN	51	mesenchymal	IGHM	UP	19	mesenchymal_stem_like	ATP2B1	UP	23	luminal_ar
ORM1	DOWN	37	basal_like_1					SLC5A6	UP	41	immunomodulatory	IFIT3	DOWN	50	mesenchymal	IGJ	UP	20	mesenchymal_stem_like	NUCB2	UP	33	luminal_ar
ORM2	DOWN	34	basal_like_1					CCND2	UP	49	immunomodulatory	APOE	DOWN	44	mesenchymal	IGKC	UP	16	mesenchymal_stem_like	OMD	UP	23	luminal_ar
NOX4	DOWN	36	basal_like_1					KYNU	UP	37	immunomodulatory	IGHA1	DOWN	46	mesenchymal	IGL@	UP	15	mesenchymal_stem_like	SLC22A18	UP	27	luminal_ar
IRX4	DOWN	34	basal_like_1					PSTPIP1	UP	41	immunomodulatory	IGHD	DOWN	57	mesenchymal	IL1R1	UP	20	mesenchymal_stem_like	ALDH7A1	UP	25	luminal_ar
PCDH7	DOWN	36	basal_like_1					SLC7A7	UP	55	immunomodulatory	IGHG1	DOWN	50	mesenchymal	IL2RG	UP	15	mesenchymal_stem_like	P2RY2	UP	31	luminal_ar
PCP4	DOWN	35	basal_like_1					N4BP2L1	UP	46	immunomodulatory	IGHG3	DOWN	41	mesenchymal	IL4R	UP	13	mesenchymal_stem_like	P4HA1	UP	26	luminal_ar
NRN1	DOWN	39	basal_like_1					FCGR2C	UP	36	immunomodulatory	IGHM	DOWN	57	mesenchymal	IL6	UP	13	mesenchymal_stem_like	NSDHL	UP	27	luminal_ar
LIMA1	DOWN	39	basal_like_1					NMI	UP	53	immunomodulatory	IGJ	DOWN	52	mesenchymal	IL6ST	UP	19	mesenchymal_stem_like	RNF141	UP	32	luminal_ar
PDGFRL	DOWN	39	basal_like_1					LOC91316	UP	43	immunomodulatory	IGKC	DOWN	54	mesenchymal	IL7R	UP	16	mesenchymal_stem_like	PBX3	UP	23	luminal_ar
PEG3	DOWN	40	basal_like_1					IGLL3	UP	52	immunomodulatory	IGL@	DOWN	56	mesenchymal	AQP1	UP	24	mesenchymal_stem_like	PCBP2	UP	24	luminal_ar
GALNT7	DOWN	37	basal_like_1					CD2	UP	67	immunomodulatory	FAS	DOWN	47	mesenchymal	IL10RA	UP	18	mesenchymal_stem_like	PCCA	UP	24	luminal_ar
PI3	DOWN	45	basal_like_1					CD3D	UP	61	immunomodulatory	IL1RN	DOWN	42	mesenchymal	IL10RB	UP	13	mesenchymal_stem_like	PCDHGC3	UP	22	luminal_ar
SERPINB6	DOWN	34	basal_like_1					RSAD2	UP	52	immunomodulatory	IL2RB	DOWN	45	mesenchymal	IL11RA	UP	18	mesenchymal_stem_like	PCDH7	UP	27	luminal_ar
PIK3R1	DOWN	41	basal_like_1					CD3E	UP	41	immunomodulatory	IL2RG	DOWN	55	mesenchymal	IL16	UP	15	mesenchymal_stem_like	COQ6	UP	23	luminal_ar
PIP	DOWN	54	basal_like_1					CD3G	UP	40	immunomodulatory	IL7R	DOWN	43	mesenchymal	INHBB	UP	14	mesenchymal_stem_like	AMDHD2	UP	28	luminal_ar
PLA2G2A	DOWN	43	basal_like_1					CD247	UP	54	immunomodulatory	IL10RA	DOWN	47	mesenchymal	INPP1	UP	17	mesenchymal_stem_like	ISOC1	UP	30	luminal_ar
PLAT	DOWN	44	basal_like_1					CD4	UP	43	immunomodulatory	IL13RA1	DOWN	42	mesenchymal	INPP5D	UP	18	mesenchymal_stem_like	PCK2	UP	25	luminal_ar
PLAU	DOWN	35	basal_like_1					ZMYM6	UP	37	immunomodulatory	IL15	DOWN	55	mesenchymal	AQP7	UP	13	mesenchymal_stem_like	CRYL1	UP	23	luminal_ar
IL20RA	DOWN	35	basal_like_1					FAIM3	UP	39	immunomodulatory	IL15RA	DOWN	47	mesenchymal	IRS1	UP	17	mesenchymal_stem_like	NDUFAF1	UP	23	luminal_ar
GPR87	DOWN	46	basal_like_1					CD6	UP	41	immunomodulatory	IDO1	DOWN	59	mesenchymal	ISLR	UP	17	mesenchymal_stem_like	COQ4	UP	28	luminal_ar
PON3	DOWN	51	basal_like_1					IL32	UP	54	immunomodulatory	CXCL10	DOWN	54	mesenchymal	ITGA3	UP	13	mesenchymal_stem_like	SAR1B	UP	36	luminal_ar
PLEKHA5	DOWN	38	basal_like_1					CD7	UP	39	immunomodulatory	IRF1	DOWN	53	mesenchymal	ITGA4	UP	18	mesenchymal_stem_like	INSIG2	UP	28	luminal_ar
UGT2B28	DOWN	45	basal_like_1					UBE2L6	UP	65	immunomodulatory	IRF4	DOWN	38	mesenchymal	ITGA7	UP	17	mesenchymal_stem_like	HSD17B11	UP	31	luminal_ar
MXRA8	DOWN	38	basal_like_1					CD8A	UP	58	immunomodulatory	IRF7	DOWN	52	mesenchymal	ITGAL	UP	13	mesenchymal_stem_like	DCXR	UP	42	luminal_ar
CROT	DOWN	42	basal_like_1					STK17B	UP	38	immunomodulatory	ISG20	DOWN	50	mesenchymal	ITGAV	UP	15	mesenchymal_stem_like	COX16	UP	26	luminal_ar
ASPN	DOWN	35	basal_like_1					CD14	UP	46	immunomodulatory	ITGA4	DOWN	39	mesenchymal	ITGB1	UP	14	mesenchymal_stem_like	SCAND1	UP	24	luminal_ar
SIDT1	DOWN	42	basal_like_1					MS4A1	UP	45	immunomodulatory	ITGAL	DOWN	42	mesenchymal	ITGB4	UP	13	mesenchymal_stem_like	ERGIC2	UP	22	luminal_ar
PALMD	DOWN	47	basal_like_1					CD163	UP	43	immunomodulatory	ITGAM	DOWN	44	mesenchymal	ITGB5	UP	15	mesenchymal_stem_like	GMPR2	UP	22	luminal_ar
ODAM	DOWN	43	basal_like_1					SP140L	UP	48	immunomodulatory	ITGB2	DOWN	44	mesenchymal	ACADVL	UP	13	mesenchymal_stem_like	ZDHHC3	UP	29	luminal_ar
TMEM45A	DOWN	34	basal_like_1					CD27	UP	55	immunomodulatory	ITK	DOWN	51	mesenchymal	ITK	UP	13	mesenchymal_stem_like	C4orf18	UP	27	luminal_ar
SOBP	DOWN	36	basal_like_1					MUC16	UP	36	immunomodulatory	ITPR1	DOWN	40	mesenchymal	ITPKB	UP	13	mesenchymal_stem_like	GALNAC4S-6ST	UP	29	luminal_ar
ANO1	DOWN	37	basal_like_1					LPXN	UP	53	immunomodulatory	IVD	DOWN	53	mesenchymal	ITPR1	UP	14	mesenchymal_stem_like	TEX264	UP	27	luminal_ar
TRIM68	DOWN	43	basal_like_1					CD86	UP	56	immunomodulatory	JAK2	DOWN	51	mesenchymal	IVD	UP	14	mesenchymal_stem_like	COMMD10	UP	25	luminal_ar
CAMK2N1	DOWN	35	basal_like_1					AIM2	UP	55	immunomodulatory	KLRB1	DOWN	41	mesenchymal	JAK1	UP	14	mesenchymal_stem_like	PCYOX1	UP	29	luminal_ar
GALNT10	DOWN	35	basal_like_1					LY86	UP	38	immunomodulatory	KLRC2	DOWN	39	mesenchymal	JUN	UP	13	mesenchymal_stem_like	GULP1	UP	22	luminal_ar
CSGALNACT1	DOWN	42	basal_like_1					ITM2A	UP	53	immunomodulatory	KRT6A	DOWN	38	mesenchymal	JUNB	UP	18	mesenchymal_stem_like	LIMA1	UP	37	luminal_ar
PDGFC	DOWN	35	basal_like_1					ARHGEF6	UP	36	immunomodulatory	FAM69A	DOWN	42	mesenchymal	MAST4	UP	16	mesenchymal_stem_like	PTPLAD1	UP	30	luminal_ar
PROS1	DOWN	37	basal_like_1					IL27RA	UP	50	immunomodulatory	L1CAM	DOWN	37	mesenchymal	KDR	UP	18	mesenchymal_stem_like	GDE1	UP	34	luminal_ar
KLK7	DOWN	38	basal_like_1					C1orf38	UP	45	immunomodulatory	LAG3	DOWN	38	mesenchymal	KLRB1	UP	16	mesenchymal_stem_like	PIAS4	UP	22	luminal_ar
DNAJC12	DOWN	38	basal_like_1					CD37	UP	56	immunomodulatory	LBP	DOWN	49	mesenchymal	KRT5	UP	13	mesenchymal_stem_like	TMBIM4	UP	27	luminal_ar
HTRA1	DOWN	45	basal_like_1					CD38	UP	59	immunomodulatory	LCK	DOWN	50	mesenchymal	KRT14	UP	17	mesenchymal_stem_like	CDK5RAP1	UP	23	luminal_ar
C8orf4	DOWN	45	basal_like_1					GMFG	UP	57	immunomodulatory	LCN2	DOWN	41	mesenchymal	KRT15	UP	15	mesenchymal_stem_like	STYXL1	UP	24	luminal_ar
NDUFA4L2	DOWN	40	basal_like_1					CXCL14	UP	40	immunomodulatory	LCP2	DOWN	52	mesenchymal	KRT17	UP	13	mesenchymal_stem_like	TMEM66	UP	24	luminal_ar
PMEPA1	DOWN	34	basal_like_1					CD40	UP	41	immunomodulatory	LGALS2	DOWN	38	mesenchymal	C6orf120	UP	13	mesenchymal_stem_like	ENPP1	UP	23	luminal_ar
ARNTL2	DOWN	34	basal_like_1					APOBEC3B	UP	41	immunomodulatory	LGALS3BP	DOWN	47	mesenchymal	RHOB	UP	22	mesenchymal_stem_like	OAZ3	UP	26	luminal_ar
OLFML3	DOWN	39	basal_like_1					CYTIP	UP	61	immunomodulatory	LGALS9	DOWN	45	mesenchymal	FAM69A	UP	18	mesenchymal_stem_like	CYB5R1	UP	22	luminal_ar
C14orf132	DOWN	36	basal_like_1					NFE2L3	UP	39	immunomodulatory	RHOH	DOWN	44	mesenchymal	VGLL3	UP	16	mesenchymal_stem_like	CAB39	UP	25	luminal_ar
AKR1B10	DOWN	46	basal_like_1					CD47	UP	41	immunomodulatory	VWA5A	DOWN	39	mesenchymal	RND3	UP	13	mesenchymal_stem_like	SEPX1	UP	29	luminal_ar
ANKMY2	DOWN	38	basal_like_1					CD48	UP	62	immunomodulatory	LTB	DOWN	47	mesenchymal	LAMA2	UP	22	mesenchymal_stem_like	PECAM1	UP	22	luminal_ar
PSPH	DOWN	38	basal_like_1					CD53	UP	60	immunomodulatory	LTF	DOWN	53	mesenchymal	LAMA4	UP	21	mesenchymal_stem_like	SYT17	UP	23	luminal_ar
CLK4	DOWN	34	basal_like_1					ISG15	UP	52	immunomodulatory	LYN	DOWN	38	mesenchymal	LAMB1	UP	22	mesenchymal_stem_like	CALML5	UP	25	luminal_ar
PTGS2	DOWN	40	basal_like_1					PDE4DIP	UP	38	immunomodulatory	SH2D1A	DOWN	47	mesenchymal	LAMB2	UP	19	mesenchymal_stem_like	GALNT7	UP	40	luminal_ar
PTH2R	DOWN	41	basal_like_1					CD69	UP	52	immunomodulatory	LYZ	DOWN	43	mesenchymal	LAMC1	UP	19	mesenchymal_stem_like	CECR1	UP	22	luminal_ar
MTUS1	DOWN	36	basal_like_1					CD72	UP	39	immunomodulatory	MAGEA3	DOWN	44	mesenchymal	LASP1	UP	14	mesenchymal_stem_like	PEX6	UP	25	luminal_ar
KIAA1324	DOWN	37	basal_like_1					CD74	UP	65	immunomodulatory	MAGEA6	DOWN	44	mesenchymal	LCK	UP	15	mesenchymal_stem_like	PEX7	UP	23	luminal_ar
PTN	DOWN	46	basal_like_1					CD79A	UP	43	immunomodulatory	STS	DOWN	39	mesenchymal	LCN2	UP	14	mesenchymal_stem_like	PGC	UP	27	luminal_ar
SCUBE2	DOWN	48	basal_like_1					ACAP1	UP	48	immunomodulatory	ART3	DOWN	37	mesenchymal	LCP1	UP	13	mesenchymal_stem_like	PGD	UP	22	luminal_ar
PTX3	DOWN	34	basal_like_1					CD97	UP	52	immunomodulatory	ME1	DOWN	40	mesenchymal	LCP2	UP	14	mesenchymal_stem_like	PGK1	UP	24	luminal_ar
ACE2	DOWN	36	basal_like_1					RASSF2	UP	41	immunomodulatory	SCGB2A1	DOWN	54	mesenchymal	ARHGAP5	UP	13	mesenchymal_stem_like	PHKB	UP	30	luminal_ar
RBP1	DOWN	34	basal_like_1					SPOCK2	UP	52	immunomodulatory	SCGB2A2	DOWN	44	mesenchymal	ARHGAP6	UP	16	mesenchymal_stem_like	SERPINA1	UP	24	luminal_ar
CCND1	DOWN	38	basal_like_1					TRIM14	UP	48	immunomodulatory	CXCL9	DOWN	49	mesenchymal	LEP	UP	14	mesenchymal_stem_like	ATP6V0C	UP	27	luminal_ar
RBP4	DOWN	50	basal_like_1					MELK	UP	38	immunomodulatory	MMP1	DOWN	37	mesenchymal	LEPR	UP	23	mesenchymal_stem_like	PIGH	UP	25	luminal_ar
BCL2	DOWN	38	basal_like_1					KIAA0125	UP	36	immunomodulatory	MMP12	DOWN	47	mesenchymal	ARHGDIB	UP	17	mesenchymal_stem_like	PIK3C2B	UP	26	luminal_ar
RGS4	DOWN	34	basal_like_1					FCHSD2	UP	41	immunomodulatory	MNDA	DOWN	51	mesenchymal	ABLIM1	UP	15	mesenchymal_stem_like	PIK3R1	UP	32	luminal_ar
ROBO1	DOWN	41	basal_like_1					LBA1	UP	37	immunomodulatory	MRC1	DOWN	41	mesenchymal	LIPA	UP	13	mesenchymal_stem_like	PIP	UP	44	luminal_ar
S100A2	DOWN	39	basal_like_1					KIAA0020	UP	37	immunomodulatory	TARP	DOWN	57	mesenchymal	RHOH	UP	13	mesenchymal_stem_like	PLAT	UP	23	luminal_ar
S100A7	DOWN	43	basal_like_1					ARHGAP25	UP	55	immunomodulatory	MYO1F	DOWN	38	mesenchymal	FADS3	UP	13	mesenchymal_stem_like	NUDT9	UP	32	luminal_ar
S100A8	DOWN	37	basal_like_1					USP15	UP	40	immunomodulatory	MX1	DOWN	50	mesenchymal	HERC2P2	UP	14	mesenchymal_stem_like	TPCN1	UP	22	luminal_ar
S100A9	DOWN	38	basal_like_1					CLEC2B	UP	47	immunomodulatory	MYB	DOWN	40	mesenchymal	LMO2	UP	17	mesenchymal_stem_like	FXYD3	UP	23	luminal_ar
CLEC11A	DOWN	34	basal_like_1					MAMLD1	DOWN	37	immunomodulatory	MYBPC1	DOWN	40	mesenchymal	LOXL1	UP	21	mesenchymal_stem_like	PLXNB3	UP	23	luminal_ar
SCML1	DOWN	38	basal_like_1					CDH11	DOWN	37	immunomodulatory	CEACAM6	DOWN	49	mesenchymal	LPL	UP	15	mesenchymal_stem_like	ATP7A	UP	31	luminal_ar
SCNN1A	DOWN	45	basal_like_1					FRY	DOWN	40	immunomodulatory	NCF2	DOWN	40	mesenchymal	LPP	UP	15	mesenchymal_stem_like	IL20RA	UP	28	luminal_ar
CCL20	DOWN	35	basal_like_1					GPR64	DOWN	43	immunomodulatory	NCF4	DOWN	52	mesenchymal	LRMP	UP	15	mesenchymal_stem_like	TRIM34	UP	26	luminal_ar
CXCL5	DOWN	35	basal_like_1					FARP1	DOWN	36	immunomodulatory	GIMAP6	DOWN	44	mesenchymal	LRP1	UP	22	mesenchymal_stem_like	ACP5	UP	28	luminal_ar
SFRP4	DOWN	37	basal_like_1					DHRS2	DOWN	48	immunomodulatory	ATOX1	DOWN	46	mesenchymal	LSP1	UP	18	mesenchymal_stem_like	SLC37A1	UP	23	luminal_ar
TPSB2	DOWN	39	basal_like_1					MPZL2	DOWN	36	immunomodulatory	NELL2	DOWN	39	mesenchymal	LTB	UP	14	mesenchymal_stem_like	UBL3	UP	33	luminal_ar
SLC1A1	DOWN	48	basal_like_1					CTDSPL	DOWN	38	immunomodulatory	NFIL3	DOWN	37	mesenchymal	LTBP2	UP	22	mesenchymal_stem_like	H2BFS	UP	27	luminal_ar
SLPI	DOWN	36	basal_like_1					LRRC17	DOWN	44	immunomodulatory	NKG7	DOWN	61	mesenchymal	LTBP3	UP	17	mesenchymal_stem_like	NANS	UP	28	luminal_ar
AACS	DOWN	39	basal_like_1					EFS	DOWN	39	immunomodulatory	NTN3	DOWN	55	mesenchymal	LUM	UP	18	mesenchymal_stem_like	POLR2E	UP	23	luminal_ar
TRAK2	DOWN	36	basal_like_1					CDKN1C	DOWN	37	immunomodulatory	NUP98	DOWN	39	mesenchymal	NBR1	UP	20	mesenchymal_stem_like	SLC38A2	UP	22	luminal_ar
BNIP3L	DOWN	35	basal_like_1					CRISP3	DOWN	39	immunomodulatory	OAS1	DOWN	63	mesenchymal	MAB21L1	UP	13	mesenchymal_stem_like	YIPF1	UP	32	luminal_ar
DST	DOWN	35	basal_like_1					DLC1	DOWN	43	immunomodulatory	OAS2	DOWN	56	mesenchymal	SMAD3	UP	20	mesenchymal_stem_like	PON2	UP	32	luminal_ar
SPOCK1	DOWN	35	basal_like_1					NDRG1	DOWN	42	immunomodulatory	OAS3	DOWN	48	mesenchymal	MAF	UP	19	mesenchymal_stem_like	PRR13	UP	23	luminal_ar
TCF4	DOWN	35	basal_like_1					MYL9	DOWN	42	immunomodulatory	OLR1	DOWN	41	mesenchymal	MAN1A1	UP	21	mesenchymal_stem_like	PON3	UP	33	luminal_ar
TCN1	DOWN	43	basal_like_1					ST3GAL6	DOWN	36	immunomodulatory	TNFRSF11B	DOWN	39	mesenchymal	MAN2C1	UP	14	mesenchymal_stem_like	POR	UP	28	luminal_ar
TF	DOWN	35	basal_like_1					SPON2	DOWN	45	immunomodulatory	ORM1	DOWN	62	mesenchymal	MAN2A1	UP	15	mesenchymal_stem_like	UGT2B28	UP	40	luminal_ar
TFAP2B	DOWN	60	basal_like_1					SPON1	DOWN	40	immunomodulatory	ORM2	DOWN	56	mesenchymal	MAOA	UP	14	mesenchymal_stem_like	POU2AF1	UP	22	luminal_ar
NR2F1	DOWN	41	basal_like_1					SEMA3C	DOWN	36	immunomodulatory	IL21R	DOWN	41	mesenchymal	MAOB	UP	14	mesenchymal_stem_like	RBM47	UP	37	luminal_ar
TFF3	DOWN	35	basal_like_1					AGR2	DOWN	39	immunomodulatory	CLEC4A	DOWN	44	mesenchymal	MAP1B	UP	19	mesenchymal_stem_like	MXRA8	UP	22	luminal_ar
TGFA	DOWN	40	basal_like_1					SLC19A2	DOWN	38	immunomodulatory	TMED5	DOWN	37	mesenchymal	MATN2	UP	17	mesenchymal_stem_like	TMEM106B	UP	25	luminal_ar
TGFBI	DOWN	34	basal_like_1					OLFM4	DOWN	43	immunomodulatory	LAP3	DOWN	47	mesenchymal	MBNL1	UP	14	mesenchymal_stem_like	CROT	UP	38	luminal_ar
THBS4	DOWN	36	basal_like_1					TACC2	DOWN	38	immunomodulatory	SAR1B	DOWN	40	mesenchymal	MEF2C	UP	22	mesenchymal_stem_like	MANSC1	UP	26	luminal_ar
TSPAN8	DOWN	53	basal_like_1					SORBS1	DOWN	47	immunomodulatory	HSD17B11	DOWN	41	mesenchymal	MEIS1	UP	13	mesenchymal_stem_like	PPEF1	UP	27	luminal_ar
TMPRSS2	DOWN	39	basal_like_1					SC65	DOWN	36	immunomodulatory	HERC5	DOWN	51	mesenchymal	MEIS2	UP	15	mesenchymal_stem_like	TRPM4	UP	31	luminal_ar
TNFAIP6	DOWN	38	basal_like_1					ST6GALNAC2	DOWN	41	immunomodulatory	MGC29506	DOWN	54	mesenchymal	MEIS3P1	UP	21	mesenchymal_stem_like	PPIC	UP	26	luminal_ar
TPSAB1	DOWN	42	basal_like_1					SCGB1D2	DOWN	44	immunomodulatory	IER5	DOWN	38	mesenchymal	MAP3K3	UP	14	mesenchymal_stem_like	ASPN	UP	27	luminal_ar
C4A	DOWN	42	basal_like_1					KHDRBS3	DOWN	41	immunomodulatory	SLC15A3	DOWN	43	mesenchymal	MAP3K5	UP	13	mesenchymal_stem_like	SYTL2	UP	24	luminal_ar
C4B	DOWN	42	basal_like_1					SIX2	DOWN	36	immunomodulatory	PLAC8	DOWN	53	mesenchymal	MEOX1	UP	21	mesenchymal_stem_like	SIDT1	UP	44	luminal_ar
CSAG2	DOWN	38	basal_like_1					PLK2	DOWN	40	immunomodulatory	MS4A4A	DOWN	52	mesenchymal	MEOX2	UP	19	mesenchymal_stem_like	EPS8L1	UP	24	luminal_ar
TWIST1	DOWN	34	basal_like_1					ADCY2	DOWN	40	immunomodulatory	PDE4B	DOWN	41	mesenchymal	MEST	UP	13	mesenchymal_stem_like	PIGG	UP	27	luminal_ar
COL14A1	DOWN	39	basal_like_1					WASF3	DOWN	36	immunomodulatory	IL23A	DOWN	60	mesenchymal	MFAP2	UP	15	mesenchymal_stem_like	RETSAT	UP	42	luminal_ar
XIST	DOWN	38	basal_like_1					MAGED2	DOWN	36	immunomodulatory	OAZ3	DOWN	39	mesenchymal	MFAP4	UP	24	mesenchymal_stem_like	C9orf6	UP	24	luminal_ar
ZBTB16	DOWN	38	basal_like_1					MLLT11	DOWN	45	immunomodulatory	ACSL5	DOWN	49	mesenchymal	MFNG	UP	16	mesenchymal_stem_like	HRASLS2	UP	31	luminal_ar
CA12	DOWN	40	basal_like_1					C10orf116	DOWN	47	immunomodulatory	ERAP1	DOWN	42	mesenchymal	SCGB2A2	UP	15	mesenchymal_stem_like	C9orf95	UP	28	luminal_ar
IL1R2	DOWN	37	basal_like_1					FERMT2	DOWN	43	immunomodulatory	PEG3	DOWN	42	mesenchymal	MGP	UP	19	mesenchymal_stem_like	MOSC2	UP	28	luminal_ar
MLPH	DOWN	41	basal_like_1					KLK11	DOWN	48	immunomodulatory	GALNT7	DOWN	43	mesenchymal	CD99	UP	17	mesenchymal_stem_like	ACPP	UP	23	luminal_ar
BHLHE41	DOWN	38	basal_like_1					TMSB15A	DOWN	47	immunomodulatory	CECR1	DOWN	49	mesenchymal	MITF	UP	15	mesenchymal_stem_like	TMCO3	UP	27	luminal_ar
RNF128	DOWN	37	basal_like_1					GTF2A1L	DOWN	41	immunomodulatory	SERPINA1	DOWN	46	mesenchymal	AFF1	UP	15	mesenchymal_stem_like	USP47	UP	23	luminal_ar
ACSS3	DOWN	35	basal_like_1					ADAMTS5	DOWN	41	immunomodulatory	PI3	DOWN	43	mesenchymal	NR3C2	UP	14	mesenchymal_stem_like	VPS37C	UP	25	luminal_ar
GALNT14	DOWN	37	basal_like_1					WIF1	DOWN	49	immunomodulatory	SERPINB9	DOWN	37	mesenchymal	MME	UP	16	mesenchymal_stem_like	GPATCH2	UP	33	luminal_ar
